,Unnamed: 0,close,open,time
skycoin,0,"[14.33, 11.59, 10.72, 11.01, 9.47, 11.41, 10.54, 10.69, 10.7, 11.19, 10.48, 9.96, 9.17, 9.45, 12.01, 10.65, 10.5, 11.46, 11.69, 11.18, 10.97, 12.1, 11.81, 13.16, 14.78, 13.71, 15.65, 15.7, 14.89, 19.5, 15.24, 17.33, 16.65, 15.69, 15.95, 17.06, 18.22, 18.75, 21.18, 19.92, 18.75, 22.0, 19.22, 19.37, 17.85, 16.97, 17.78, 17.34, 17.83, 16.69, 15.71, 14.73, 15.21, 13.52, 17.84, 19.76, 16.77, 18.39, 21.75, 23.59, 26.43, 25.87, 26.36, 28.12, 28.68, 31.35, 28.55, 30.35, 32.42, 35.46, 32.71, 30.55, 30.92, 31.72, 37.69, 38.08, 41.26, 41.6, 42.56, 44.58, 35.75, 37.93, 41.53, 44.78, 46.81, 43.89, 48.13, 40.22, 39.2, 45.79, 45.46, 49.73, 38.45, 34.89, 38.63, 25.43, 17.07, 17.54, 14.84, 18.13, 16.98, 18.53, 19.73, 17.89, 15.66, 14.07, 15.06, 13.15, 14.74, 15.02, 14.05, 13.31, 19.44, 15.05, 16.48, 15.41, 19.82, 11.3, 10.18, 10.34, 8.53, 7.02, 8.64, 9.41, 8.74, 6.24, 5.86, 5.47, 5.41, 4.17, 4.66, 4.59, 4.62, 4.35, 4.56, 4.5, 4.31, 4.42, 3.86, 4.32, 4.43, 4.24, 4.0, 3.96, 3.19, 4.03, 3.92, 3.42, 3.99, 4.54, 4.11, 3.69, 3.44, 3.15, 3.03, 3.03]","[11.57, 10.73, 10.96, 9.47, 11.38, 10.47, 10.81, 10.7, 11.19, 10.5, 10.01, 9.16, 9.48, 11.97, 10.64, 10.51, 11.44, 11.66, 11.15, 10.9, 12.09, 11.75, 13.14, 14.77, 13.71, 15.65, 15.69, 14.77, 19.36, 15.51, 17.36, 16.67, 15.69, 15.93, 17.05, 18.25, 18.73, 21.18, 20.01, 18.67, 22.04, 19.33, 19.32, 18.26, 16.94, 17.91, 17.39, 17.79, 16.7, 15.74, 14.69, 15.1, 13.55, 17.72, 20.1, 16.83, 18.5, 21.69, 23.56, 26.57, 25.84, 26.49, 28.56, 28.76, 31.86, 28.8, 30.81, 32.85, 35.54, 32.58, 30.24, 31.04, 31.89, 37.75, 38.75, 41.19, 41.56, 42.93, 44.27, 35.8, 37.83, 41.47, 45.92, 44.15, 42.7, 50.03, 40.06, 38.41, 46.05, 44.92, 45.37, 40.48, 34.58, 38.77, 25.4, 17.25, 17.19, 14.99, 18.19, 17.02, 18.86, 19.75, 17.95, 15.62, 13.76, 15.08, 13.41, 14.42, 15.07, 13.64, 12.87, 17.96, 15.08, 16.45, 15.74, 20.37, 11.34, 10.19, 10.34, 8.49, 7.13, 8.15, 9.43, 8.74, 6.21, 5.85, 5.46, 5.56, 4.18, 4.67, 4.58, 4.61, 4.33, 4.55, 4.53, 4.31, 4.42, 3.86, 4.32, 4.41, 4.25, 4.0, 3.95, 3.19, 4.04, 3.92, 3.41, 3.98, 4.54, 4.11, 3.68, 3.42, 3.15, 3.04, 3.03, 3.27]","['Mar 30, 2018', 'Mar 29, 2018', 'Mar 28, 2018', 'Mar 27, 2018', 'Mar 26, 2018', 'Mar 25, 2018', 'Mar 24, 2018', 'Mar 23, 2018', 'Mar 22, 2018', 'Mar 21, 2018', 'Mar 20, 2018', 'Mar 19, 2018', 'Mar 18, 2018', 'Mar 17, 2018', 'Mar 16, 2018', 'Mar 15, 2018', 'Mar 14, 2018', 'Mar 13, 2018', 'Mar 12, 2018', 'Mar 11, 2018', 'Mar 10, 2018', 'Mar 09, 2018', 'Mar 08, 2018', 'Mar 07, 2018', 'Mar 06, 2018', 'Mar 05, 2018', 'Mar 04, 2018', 'Mar 03, 2018', 'Mar 02, 2018', 'Mar 01, 2018', 'Feb 28, 2018', 'Feb 27, 2018', 'Feb 26, 2018', 'Feb 25, 2018', 'Feb 24, 2018', 'Feb 23, 2018', 'Feb 22, 2018', 'Feb 21, 2018', 'Feb 20, 2018', 'Feb 19, 2018', 'Feb 18, 2018', 'Feb 17, 2018', 'Feb 16, 2018', 'Feb 15, 2018', 'Feb 14, 2018', 'Feb 13, 2018', 'Feb 12, 2018', 'Feb 11, 2018', 'Feb 10, 2018', 'Feb 09, 2018', 'Feb 08, 2018', 'Feb 07, 2018', 'Feb 06, 2018', 'Feb 05, 2018', 'Feb 04, 2018', 'Feb 03, 2018', 'Feb 02, 2018', 'Feb 01, 2018', 'Jan 31, 2018', 'Jan 30, 2018', 'Jan 29, 2018', 'Jan 28, 2018', 'Jan 27, 2018', 'Jan 26, 2018', 'Jan 25, 2018', 'Jan 24, 2018', 'Jan 23, 2018', 'Jan 22, 2018', 'Jan 21, 2018', 'Jan 20, 2018', 'Jan 19, 2018', 'Jan 18, 2018', 'Jan 17, 2018', 'Jan 16, 2018', 'Jan 15, 2018', 'Jan 14, 2018', 'Jan 13, 2018', 'Jan 12, 2018', 'Jan 11, 2018', 'Jan 10, 2018', 'Jan 09, 2018', 'Jan 08, 2018', 'Jan 07, 2018', 'Jan 06, 2018', 'Jan 05, 2018', 'Jan 04, 2018', 'Jan 03, 2018', 'Jan 02, 2018', 'Jan 01, 2018', 'Dec 31, 2017', 'Dec 30, 2017', 'Dec 29, 2017', 'Dec 28, 2017', 'Dec 27, 2017', 'Dec 26, 2017', 'Dec 25, 2017', 'Dec 24, 2017', 'Dec 23, 2017', 'Dec 22, 2017', 'Dec 21, 2017', 'Dec 20, 2017', 'Dec 19, 2017', 'Dec 18, 2017', 'Dec 17, 2017', 'Dec 16, 2017', 'Dec 15, 2017', 'Dec 14, 2017', 'Dec 13, 2017', 'Dec 12, 2017', 'Dec 11, 2017', 'Dec 10, 2017', 'Dec 09, 2017', 'Dec 08, 2017', 'Dec 07, 2017', 'Dec 06, 2017', 'Dec 05, 2017', 'Dec 04, 2017', 'Dec 03, 2017', 'Dec 02, 2017', 'Dec 01, 2017', 'Nov 30, 2017', 'Nov 29, 2017', 'Nov 28, 2017', 'Nov 27, 2017', 'Nov 26, 2017', 'Nov 25, 2017', 'Nov 24, 2017', 'Nov 23, 2017', 'Nov 22, 2017', 'Nov 21, 2017', 'Nov 20, 2017', 'Nov 19, 2017', 'Nov 18, 2017', 'Nov 17, 2017', 'Nov 16, 2017', 'Nov 15, 2017', 'Nov 14, 2017', 'Nov 13, 2017', 'Nov 12, 2017', 'Nov 11, 2017', 'Nov 10, 2017', 'Nov 09, 2017', 'Nov 08, 2017', 'Nov 07, 2017', 'Nov 06, 2017', 'Nov 05, 2017', 'Nov 04, 2017', 'Nov 03, 2017', 'Nov 02, 2017', 'Nov 01, 2017', 'Oct 31, 2017', 'Oct 30, 2017', 'Oct 29, 2017', 'Oct 28, 2017', 'Oct 27, 2017', 'Oct 26, 2017']"
xpa,0,"[0.203835, 0.129241, 0.089213, 0.089748, 0.072777, 0.073473, 0.072061, 0.072542, 0.064599, 0.069814, 0.068715, 0.053909, 0.053974, 0.059306, 0.06611, 0.065986, 0.091826, 0.099337, 0.09818, 0.09989, 0.087501, 0.090726, 0.087545, 0.09237, 0.099699, 0.10608, 0.110881, 0.11114, 0.106944, 0.095651, 0.118025, 0.127028, 0.127428, 0.12152, 0.125141, 0.106116, 0.099847, 0.105132, 0.115369, 0.121782, 0.137779, 0.146005, 0.149979, 0.157185, 0.154676, 0.134737, 0.16003, 0.153048, 0.165409, 0.192644, 0.181874, 0.165584, 0.174186, 0.173931, 0.125297, 0.151079, 0.143227, 0.139255, 0.071636, 0.183951, 0.204889, 0.231628, 0.214473, 0.210278, 0.189089, 0.249681, 0.233291, 0.238424, 0.249849, 0.275916, 0.246532, 0.200437, 0.198946, 0.260053, 0.285178, 0.3134, 0.344537, 0.27825, 0.281973, 0.310717, 0.257464, 0.227876, 0.209056, 0.161669, 0.183147, 0.142484, 0.136649, 0.140116, 0.108624, 0.115032, 0.102185, 0.107936, 0.101728, 0.084035, 0.101671, 0.057066, 0.035456, 0.035212, 0.027504, 0.034351, 0.034782, 0.035122, 0.033991, 0.032363, 0.031312, 0.030066, 0.03232, 0.032163, 0.029283, 0.025164, 0.021132, 0.022867, 0.021858, 0.020379, 0.029715, 0.026901, 0.02727, 0.027038, 0.034867, 0.035563, 0.027871, 0.029585, 0.033077, 0.032885, 0.032948, 0.036255, 0.036665, 0.02868, 0.0285, 0.028122, 0.025776, 0.027687, 0.027101, 0.0256, 0.025437, 0.02551, 0.025614, 0.022061, 0.02139, 0.024223, 0.022913, 0.022838, 0.023846, 0.022549, 0.023004, 0.022857, 0.02322, 0.023568, 0.021895, 0.021946, 0.022819, 0.022999, 0.02267, 0.021671, 0.020777, 0.021137]","[0.128865, 0.089372, 0.089778, 0.072733, 0.073311, 0.071197, 0.073211, 0.064588, 0.069985, 0.069137, 0.054339, 0.053757, 0.059253, 0.066152, 0.065909, 0.091891, 0.099375, 0.098079, 0.099766, 0.08724, 0.09068, 0.087384, 0.092225, 0.099797, 0.106059, 0.110914, 0.111123, 0.10686, 0.095623, 0.118062, 0.127074, 0.127779, 0.1216, 0.124848, 0.106026, 0.099724, 0.104958, 0.115226, 0.121808, 0.137317, 0.146065, 0.150066, 0.157073, 0.154756, 0.134679, 0.160254, 0.153706, 0.165396, 0.192576, 0.182101, 0.165161, 0.174004, 0.176549, 0.124083, 0.151033, 0.14392, 0.159312, 0.177082, 0.184587, 0.20498, 0.231287, 0.215982, 0.210293, 0.188431, 0.251519, 0.23336, 0.23799, 0.251029, 0.276513, 0.248121, 0.198949, 0.201187, 0.259096, 0.28575, 0.313331, 0.344861, 0.278216, 0.285218, 0.310014, 0.257575, 0.227228, 0.210954, 0.161604, 0.184035, 0.141896, 0.136867, 0.140767, 0.108877, 0.114886, 0.101294, 0.107899, 0.102342, 0.083889, 0.101903, 0.057087, 0.035631, 0.035628, 0.027995, 0.034481, 0.034819, 0.035085, 0.033911, 0.032321, 0.031399, 0.030123, 0.03235, 0.032147, 0.029303, 0.025002, 0.021156, 0.02294, 0.021858, 0.020409, 0.029612, 0.031435, 0.027284, 0.027088, 0.027178, 0.035562, 0.035014, 0.029963, 0.033104, 0.033237, 0.032939, 0.03201, 0.036659, 0.028536, 0.027245, 0.028158, 0.025735, 0.027658, 0.027031, 0.025561, 0.025419, 0.02549, 0.025628, 0.02206, 0.021424, 0.024226, 0.022847, 0.022849, 0.023717, 0.022533, 0.02225, 0.022879, 0.02325, 0.023572, 0.022003, 0.022006, 0.022777, 0.023011, 0.022625, 0.021662, 0.020796, 0.021126, 0.017953]","['Mar 30, 2018', 'Mar 29, 2018', 'Mar 28, 2018', 'Mar 27, 2018', 'Mar 26, 2018', 'Mar 25, 2018', 'Mar 24, 2018', 'Mar 23, 2018', 'Mar 22, 2018', 'Mar 21, 2018', 'Mar 20, 2018', 'Mar 19, 2018', 'Mar 18, 2018', 'Mar 17, 2018', 'Mar 16, 2018', 'Mar 15, 2018', 'Mar 14, 2018', 'Mar 13, 2018', 'Mar 12, 2018', 'Mar 11, 2018', 'Mar 10, 2018', 'Mar 09, 2018', 'Mar 08, 2018', 'Mar 07, 2018', 'Mar 06, 2018', 'Mar 05, 2018', 'Mar 04, 2018', 'Mar 03, 2018', 'Mar 02, 2018', 'Mar 01, 2018', 'Feb 28, 2018', 'Feb 27, 2018', 'Feb 26, 2018', 'Feb 25, 2018', 'Feb 24, 2018', 'Feb 23, 2018', 'Feb 22, 2018', 'Feb 21, 2018', 'Feb 20, 2018', 'Feb 19, 2018', 'Feb 18, 2018', 'Feb 17, 2018', 'Feb 16, 2018', 'Feb 15, 2018', 'Feb 14, 2018', 'Feb 13, 2018', 'Feb 12, 2018', 'Feb 11, 2018', 'Feb 10, 2018', 'Feb 09, 2018', 'Feb 08, 2018', 'Feb 07, 2018', 'Feb 06, 2018', 'Feb 05, 2018', 'Feb 04, 2018', 'Feb 03, 2018', 'Feb 02, 2018', 'Feb 01, 2018', 'Jan 31, 2018', 'Jan 30, 2018', 'Jan 29, 2018', 'Jan 28, 2018', 'Jan 27, 2018', 'Jan 26, 2018', 'Jan 25, 2018', 'Jan 24, 2018', 'Jan 23, 2018', 'Jan 22, 2018', 'Jan 21, 2018', 'Jan 20, 2018', 'Jan 19, 2018', 'Jan 18, 2018', 'Jan 17, 2018', 'Jan 16, 2018', 'Jan 15, 2018', 'Jan 14, 2018', 'Jan 13, 2018', 'Jan 12, 2018', 'Jan 11, 2018', 'Jan 10, 2018', 'Jan 09, 2018', 'Jan 08, 2018', 'Jan 07, 2018', 'Jan 06, 2018', 'Jan 05, 2018', 'Jan 04, 2018', 'Jan 03, 2018', 'Jan 02, 2018', 'Jan 01, 2018', 'Dec 31, 2017', 'Dec 30, 2017', 'Dec 29, 2017', 'Dec 28, 2017', 'Dec 27, 2017', 'Dec 26, 2017', 'Dec 25, 2017', 'Dec 24, 2017', 'Dec 23, 2017', 'Dec 22, 2017', 'Dec 21, 2017', 'Dec 20, 2017', 'Dec 19, 2017', 'Dec 18, 2017', 'Dec 17, 2017', 'Dec 16, 2017', 'Dec 15, 2017', 'Dec 14, 2017', 'Dec 13, 2017', 'Dec 12, 2017', 'Dec 11, 2017', 'Dec 10, 2017', 'Dec 09, 2017', 'Dec 08, 2017', 'Dec 07, 2017', 'Dec 06, 2017', 'Dec 05, 2017', 'Dec 04, 2017', 'Dec 03, 2017', 'Dec 02, 2017', 'Dec 01, 2017', 'Nov 30, 2017', 'Nov 29, 2017', 'Nov 28, 2017', 'Nov 27, 2017', 'Nov 26, 2017', 'Nov 25, 2017', 'Nov 24, 2017', 'Nov 23, 2017', 'Nov 22, 2017', 'Nov 21, 2017', 'Nov 20, 2017', 'Nov 19, 2017', 'Nov 18, 2017', 'Nov 17, 2017', 'Nov 16, 2017', 'Nov 15, 2017', 'Nov 14, 2017', 'Nov 13, 2017', 'Nov 12, 2017', 'Nov 11, 2017', 'Nov 10, 2017', 'Nov 09, 2017', 'Nov 08, 2017', 'Nov 07, 2017', 'Nov 06, 2017', 'Nov 05, 2017', 'Nov 04, 2017', 'Nov 03, 2017', 'Nov 02, 2017', 'Nov 01, 2017', 'Oct 31, 2017', 'Oct 30, 2017', 'Oct 29, 2017', 'Oct 28, 2017', 'Oct 27, 2017', 'Oct 26, 2017']"
metal,1,"[3.52, 3.81, 4.51, 4.37, 4.68, 5.4, 5.62, 4.35, 4.46, 4.39, 4.39, 3.85, 3.49, 3.28, 3.63, 3.68, 3.54, 4.1, 4.16, 4.1, 3.75, 3.93, 4.01, 4.65, 5.37, 6.09, 5.26, 5.4, 5.15, 5.17, 4.39, 4.43, 4.18, 4.16, 4.04, 4.25, 3.98, 3.98, 4.42, 4.98, 4.87, 4.87, 4.29, 4.29, 4.23, 4.04, 3.91, 3.75, 4.27, 4.55, 4.35, 4.13, 4.23, 3.47, 3.25, 3.59, 3.44, 3.72, 4.16, 4.12, 4.77, 5.09, 5.31, 5.0, 5.39, 5.47, 5.18, 5.41, 5.95, 5.79, 5.45, 4.67, 4.01, 4.28, 6.37, 5.66, 6.25, 6.24, 5.13, 6.11, 6.43, 7.24, 7.02, 7.47, 9.37, 11.01, 9.64, 9.61, 9.54, 8.07, 6.87, 8.03, 7.41, 8.24, 8.77, 8.72, 8.27, 8.6, 7.83, 11.24, 9.2, 9.66, 10.49, 8.17, 6.79, 6.21, 6.1, 5.8, 6.1, 5.37, 4.67, 5.28, 5.44, 5.23, 6.24, 6.44, 6.65, 6.27, 5.39, 5.25, 4.74, 4.44, 5.58, 5.73, 5.09, 5.01, 4.95, 4.37, 4.41, 4.48, 4.31, 4.19, 4.4, 4.23, 4.47, 4.8, 4.64, 4.27, 3.82, 4.42, 4.57, 5.42, 5.41, 4.94, 5.04, 4.8, 4.96, 5.62, 4.84, 5.24, 6.71, 8.17, 8.78, 8.75, 8.8, 8.72]","[3.83, 4.5, 4.39, 4.68, 5.4, 5.31, 4.4, 4.48, 4.39, 4.41, 3.91, 3.48, 3.29, 3.62, 3.69, 3.56, 4.07, 4.14, 4.1, 3.72, 3.92, 4.0, 4.67, 5.36, 6.0, 5.25, 5.38, 5.15, 5.11, 4.38, 4.39, 4.17, 4.17, 4.04, 4.23, 3.98, 3.97, 4.38, 4.91, 4.88, 5.05, 4.3, 4.27, 4.21, 4.02, 3.91, 3.77, 4.2, 4.52, 4.22, 4.0, 4.27, 3.68, 3.22, 3.59, 3.39, 3.71, 4.17, 4.11, 4.78, 5.07, 5.28, 4.99, 5.37, 5.63, 5.19, 5.45, 6.12, 5.79, 5.57, 4.59, 4.03, 4.38, 6.57, 5.6, 6.24, 6.2, 5.23, 6.11, 6.5, 7.12, 7.05, 7.48, 9.37, 11.4, 9.68, 9.66, 9.44, 8.1, 6.83, 8.05, 7.49, 8.17, 8.68, 8.7, 8.32, 8.6, 8.01, 11.29, 9.17, 9.59, 10.54, 8.49, 6.79, 6.21, 6.11, 5.93, 6.07, 5.36, 4.64, 5.31, 5.42, 5.22, 6.26, 6.43, 6.64, 6.37, 5.37, 5.28, 4.69, 4.52, 5.54, 5.7, 5.09, 5.0, 4.92, 4.38, 4.4, 4.49, 4.46, 4.13, 4.32, 4.18, 4.38, 4.79, 4.62, 4.29, 3.79, 4.45, 4.54, 5.49, 5.33, 4.91, 5.05, 4.79, 4.95, 5.63, 4.85, 5.24, 6.7, 8.3, 8.81, 8.75, 8.93, 8.82, 9.31]","['Mar 30, 2018', 'Mar 29, 2018', 'Mar 28, 2018', 'Mar 27, 2018', 'Mar 26, 2018', 'Mar 25, 2018', 'Mar 24, 2018', 'Mar 23, 2018', 'Mar 22, 2018', 'Mar 21, 2018', 'Mar 20, 2018', 'Mar 19, 2018', 'Mar 18, 2018', 'Mar 17, 2018', 'Mar 16, 2018', 'Mar 15, 2018', 'Mar 14, 2018', 'Mar 13, 2018', 'Mar 12, 2018', 'Mar 11, 2018', 'Mar 10, 2018', 'Mar 09, 2018', 'Mar 08, 2018', 'Mar 07, 2018', 'Mar 06, 2018', 'Mar 05, 2018', 'Mar 04, 2018', 'Mar 03, 2018', 'Mar 02, 2018', 'Mar 01, 2018', 'Feb 28, 2018', 'Feb 27, 2018', 'Feb 26, 2018', 'Feb 25, 2018', 'Feb 24, 2018', 'Feb 23, 2018', 'Feb 22, 2018', 'Feb 21, 2018', 'Feb 20, 2018', 'Feb 19, 2018', 'Feb 18, 2018', 'Feb 17, 2018', 'Feb 16, 2018', 'Feb 15, 2018', 'Feb 14, 2018', 'Feb 13, 2018', 'Feb 12, 2018', 'Feb 11, 2018', 'Feb 10, 2018', 'Feb 09, 2018', 'Feb 08, 2018', 'Feb 07, 2018', 'Feb 06, 2018', 'Feb 05, 2018', 'Feb 04, 2018', 'Feb 03, 2018', 'Feb 02, 2018', 'Feb 01, 2018', 'Jan 31, 2018', 'Jan 30, 2018', 'Jan 29, 2018', 'Jan 28, 2018', 'Jan 27, 2018', 'Jan 26, 2018', 'Jan 25, 2018', 'Jan 24, 2018', 'Jan 23, 2018', 'Jan 22, 2018', 'Jan 21, 2018', 'Jan 20, 2018', 'Jan 19, 2018', 'Jan 18, 2018', 'Jan 17, 2018', 'Jan 16, 2018', 'Jan 15, 2018', 'Jan 14, 2018', 'Jan 13, 2018', 'Jan 12, 2018', 'Jan 11, 2018', 'Jan 10, 2018', 'Jan 09, 2018', 'Jan 08, 2018', 'Jan 07, 2018', 'Jan 06, 2018', 'Jan 05, 2018', 'Jan 04, 2018', 'Jan 03, 2018', 'Jan 02, 2018', 'Jan 01, 2018', 'Dec 31, 2017', 'Dec 30, 2017', 'Dec 29, 2017', 'Dec 28, 2017', 'Dec 27, 2017', 'Dec 26, 2017', 'Dec 25, 2017', 'Dec 24, 2017', 'Dec 23, 2017', 'Dec 22, 2017', 'Dec 21, 2017', 'Dec 20, 2017', 'Dec 19, 2017', 'Dec 18, 2017', 'Dec 17, 2017', 'Dec 16, 2017', 'Dec 15, 2017', 'Dec 14, 2017', 'Dec 13, 2017', 'Dec 12, 2017', 'Dec 11, 2017', 'Dec 10, 2017', 'Dec 09, 2017', 'Dec 08, 2017', 'Dec 07, 2017', 'Dec 06, 2017', 'Dec 05, 2017', 'Dec 04, 2017', 'Dec 03, 2017', 'Dec 02, 2017', 'Dec 01, 2017', 'Nov 30, 2017', 'Nov 29, 2017', 'Nov 28, 2017', 'Nov 27, 2017', 'Nov 26, 2017', 'Nov 25, 2017', 'Nov 24, 2017', 'Nov 23, 2017', 'Nov 22, 2017', 'Nov 21, 2017', 'Nov 20, 2017', 'Nov 19, 2017', 'Nov 18, 2017', 'Nov 17, 2017', 'Nov 16, 2017', 'Nov 15, 2017', 'Nov 14, 2017', 'Nov 13, 2017', 'Nov 12, 2017', 'Nov 11, 2017', 'Nov 10, 2017', 'Nov 09, 2017', 'Nov 08, 2017', 'Nov 07, 2017', 'Nov 06, 2017', 'Nov 05, 2017', 'Nov 04, 2017', 'Nov 03, 2017', 'Nov 02, 2017', 'Nov 01, 2017', 'Oct 31, 2017', 'Oct 30, 2017', 'Oct 29, 2017', 'Oct 28, 2017', 'Oct 27, 2017', 'Oct 26, 2017']"
qlink,2,"[0.144461, 0.151491, 0.209245, 0.143323, 0.15609, 0.104826, 0.112294, 0.112428, 0.097667, 0.101294, 0.103176, 0.096176, 0.090816, 0.092682, 0.100736, 0.109158, 0.115334, 0.138423, 0.136414, 0.116487, 0.115999, 0.127446, 0.114694, 0.124196, 0.146946, 0.172018, 0.182196, 0.183386, 0.208575, 0.219886, 0.219679, 0.220348, 0.211064, 0.185381, 0.1828, 0.194552, 0.181352, 0.202276, 0.217478, 0.23593, 0.220793, 0.260891, 0.258392, 0.246233, 0.271117, 0.247074, 0.25833, 0.222182, 0.222432, 0.229744, 0.195925, 0.171225, 0.192674, 0.151761, 0.208939, 0.263797, 0.23828, 0.23212, 0.248823, 0.256885, 0.326109, 0.368574, 0.404619, 0.373347, 0.372787, 0.395606, 0.349821, 0.352147, 0.422497, 0.494367, 0.465316, 0.487292, 0.521541, 0.456231, 0.520688, 0.703585, 0.804227, 0.941467, 0.85094, 1.01, 1.25, 0.919689, 0.723269, 0.624511, 0.462832, 0.505551, 0.443587, 0.343319, 0.332395, 0.358301, 0.242224, 0.290141]","[0.151499, 0.212406, 0.144201, 0.15215, 0.104842, 0.110221, 0.113873, 0.097592, 0.101186, 0.103648, 0.096053, 0.090506, 0.091544, 0.100863, 0.106656, 0.113562, 0.138477, 0.135665, 0.116178, 0.115246, 0.127421, 0.114284, 0.12424, 0.146096, 0.172653, 0.183263, 0.184197, 0.208404, 0.218037, 0.219331, 0.220433, 0.212542, 0.185499, 0.182112, 0.194345, 0.182265, 0.196536, 0.217619, 0.24066, 0.219944, 0.261375, 0.258181, 0.246521, 0.269262, 0.247219, 0.258712, 0.223203, 0.222134, 0.23105, 0.194847, 0.170836, 0.191695, 0.155763, 0.207691, 0.266421, 0.23602, 0.232527, 0.249358, 0.256633, 0.326175, 0.363699, 0.408229, 0.373382, 0.370879, 0.400732, 0.350517, 0.353439, 0.423958, 0.492005, 0.467688, 0.482166, 0.525614, 0.459746, 0.523363, 0.689858, 0.80313, 0.937184, 0.859283, 1.02, 1.21, 0.917169, 0.730533, 0.628834, 0.462383, 0.502209, 0.451247, 0.348578, 0.326159, 0.359756, 0.243592, 0.294843, 0.335557]","['Mar 30, 2018', 'Mar 29, 2018', 'Mar 28, 2018', 'Mar 27, 2018', 'Mar 26, 2018', 'Mar 25, 2018', 'Mar 24, 2018', 'Mar 23, 2018', 'Mar 22, 2018', 'Mar 21, 2018', 'Mar 20, 2018', 'Mar 19, 2018', 'Mar 18, 2018', 'Mar 17, 2018', 'Mar 16, 2018', 'Mar 15, 2018', 'Mar 14, 2018', 'Mar 13, 2018', 'Mar 12, 2018', 'Mar 11, 2018', 'Mar 10, 2018', 'Mar 09, 2018', 'Mar 08, 2018', 'Mar 07, 2018', 'Mar 06, 2018', 'Mar 05, 2018', 'Mar 04, 2018', 'Mar 03, 2018', 'Mar 02, 2018', 'Mar 01, 2018', 'Feb 28, 2018', 'Feb 27, 2018', 'Feb 26, 2018', 'Feb 25, 2018', 'Feb 24, 2018', 'Feb 23, 2018', 'Feb 22, 2018', 'Feb 21, 2018', 'Feb 20, 2018', 'Feb 19, 2018', 'Feb 18, 2018', 'Feb 17, 2018', 'Feb 16, 2018', 'Feb 15, 2018', 'Feb 14, 2018', 'Feb 13, 2018', 'Feb 12, 2018', 'Feb 11, 2018', 'Feb 10, 2018', 'Feb 09, 2018', 'Feb 08, 2018', 'Feb 07, 2018', 'Feb 06, 2018', 'Feb 05, 2018', 'Feb 04, 2018', 'Feb 03, 2018', 'Feb 02, 2018', 'Feb 01, 2018', 'Jan 31, 2018', 'Jan 30, 2018', 'Jan 29, 2018', 'Jan 28, 2018', 'Jan 27, 2018', 'Jan 26, 2018', 'Jan 25, 2018', 'Jan 24, 2018', 'Jan 23, 2018', 'Jan 22, 2018', 'Jan 21, 2018', 'Jan 20, 2018', 'Jan 19, 2018', 'Jan 18, 2018', 'Jan 17, 2018', 'Jan 16, 2018', 'Jan 15, 2018', 'Jan 14, 2018', 'Jan 13, 2018', 'Jan 12, 2018', 'Jan 11, 2018', 'Jan 10, 2018', 'Jan 09, 2018', 'Jan 08, 2018', 'Jan 07, 2018', 'Jan 06, 2018', 'Jan 05, 2018', 'Jan 04, 2018', 'Jan 03, 2018', 'Jan 02, 2018', 'Jan 01, 2018', 'Dec 31, 2017', 'Dec 30, 2017', 'Dec 29, 2017']"
